program_study;text;target_role;is_relevant
Management;Skilled in voice acting and audiobook narration.;HR Analytics Specialist;tidak
Management;Used SCORM-compliant authoring tools (Articulate, Captivate) for interactive content creation.;Training & Development Manager;ya
Management;Designed candidate pipelines for technical and non-technical roles. Proficient in Applicant Tracking Systems (BambooHR, Workday).;Talent Acquisition Specialist;ya
Management;Created internal communication strategies to reinforce company values and culture.;Employee Engagement Specialist;ya
Management;Implemented 360-degree feedback systems to improve team accountability. Skilled in conflict resolution.;Performance Management Specialist;ya
Management;Trained hiring managers in inclusive recruitment practices. Strong instructional design and communication skills.;Talent Acquisition Specialist;ya
Management;Interest in cryptocurrency trading and blockchain hobbies.;Talent Acquisition Specialist;tidak
Management;Created training materials to support digital transformation initiatives.;Change Management Specialist;ya
Management;Developed communication plans to reduce resistance during ERP implementation.;Change Management Specialist;ya
Management;Skilled in photography, video editing, and social media content creation.;Human Resources Generalist;tidak
Management;Volunteered in agricultural farming and sustainable practices.;Training & Development Manager;tidak
Management;Trained HR teams on using performance data for promotion decisions.;Performance Management Specialist;ya
Management;Optimized candidate experience through streamlined interview scheduling and feedback loops. Skilled in project management.;Talent Acquisition Specialist;ya
Management;Managed vendor relationships and negotiated SLAs for critical IT infrastructure.;Operations Manager;ya
Management;Volunteered as a tour guide at historical heritage sites.;Human Resources Generalist;tidak
Management;Mentored junior HR associates in compliance and policy development. Strong teaching and documentation skills.;Human Resources Generalist;ya
Management;Volunteered in beach cleanup and marine conservation.;Performance Management Specialist;tidak
Management;Led volunteer teams for environmental clean-up campaigns.;HR Analytics Specialist;tidak
Management;Collaborated with finance to forecast operational budgets and resource needs.;Operations Manager;ya
Management;Trained stakeholders in PMBOK best practices. Proficient in RACI matrices and stakeholder mapping.;Project Manager;ya
Management;Skilled in waste management and recycling coordination.;Training & Development Manager;tidak
Management;Experienced in culinary arts and food service management.;Training & Development Manager;tidak
Management;Developed onboarding programs for remote teams using virtual classroom tools (Zoom, Microsoft Teams).;Training & Development Manager;ya
Management;Skilled in public speaking and debate competitions.;Diversity & Inclusion Coordinator;tidak
Management;Skilled in swimming and lifeguard training.;Human Resources Generalist;tidak
Management;Certified in green building standards like LEED.;Employee Engagement Specialist;tidak
Management;Increased retention by 18% through personalized recognition programs and pulse surveys.;Employee Engagement Specialist;ya
Management;Volunteered in disaster relief efforts for humanitarian organizations.;Talent Acquisition Specialist;tidak
Management;Trained managers on inclusive leadership and microaggression response.;Diversity & Inclusion Coordinator;ya
Management;Skilled in portrait photography and post-processing workflows.;HR Analytics Specialist;tidak
Management;Interest in outdoor survival skills and wilderness exploration.;Diversity & Inclusion Coordinator;tidak
Management;Interest in archaeology and historical preservation.;Change Management Specialist;tidak
Management;Monitored KPIs like OEE (Overall Equipment Effectiveness) to improve production efficiency.;Operations Manager;ya
Management;Collaborated with finance to forecast operational budgets and resource needs.;Operations Manager;ya
Management;Optimized resource allocation for a 50-person team. Skilled in capacity planning.;Project Manager;ya
Management;Used Kanban boards to improve workflow efficiency by 25%.;Project Manager;ya
Management;Launched mentorship programs for women and minority professionals.;Diversity & Inclusion Coordinator;ya
Management;Volunteered in disaster relief efforts for humanitarian organizations.;Training & Development Manager;tidak
Management;Skilled in teaching English as a second language.;HR Analytics Specialist;tidak
Management;Led tree-planting initiatives for urban reforestation.;Human Resources Generalist;tidak
Management;Used Kanban boards to improve workflow efficiency by 25%.;Project Manager;ya
Management;Interest in outdoor survival skills and wilderness exploration.;Operations Manager;tidak
Management;Used Kanban boards to improve workflow efficiency by 25%.;Project Manager;ya
Management;Skilled in photography, video editing, and social media content creation.;Change Management Specialist;tidak
Management;Designed and implemented technical training programs for 500+ employees using LMS platforms like Cornerstone OnDemand. Expert in Kirkpatrick Model for evaluation.;Training & Development Manager;ya
Management;Analyzed employee feedback to refine change strategies and improve adoption rates.;Change Management Specialist;ya
Management;Led book clubs and literary analysis discussions.;Project Manager;tidak
Management;Volunteered as a tour guide at historical heritage sites.;HR Analytics Specialist;tidak
Management;Created dashboards to visualize team performance trends for executives.;Performance Management Specialist;ya
Management;Led diversity hiring initiatives to increase underrepresented group representation by 30% over 2 years. Skilled in Boolean search and Cold Outreach.;Talent Acquisition Specialist;ya
Management;Led tree-planting initiatives for urban reforestation.;Talent Acquisition Specialist;tidak
Management;Skilled in waste management and recycling coordination.;Change Management Specialist;tidak
Management;Skilled in public speaking and debate competitions.;Performance Management Specialist;tidak
Management;Skilled in photography, video editing, and social media content creation.;Operations Manager;tidak
Management;Skilled in voice acting and audiobook narration.;HR Analytics Specialist;tidak
Management;Led cross-functional teams in implementing ISO 9001 quality standards.;Operations Manager;ya
Management;Led book clubs and literary analysis discussions.;Diversity & Inclusion Coordinator;tidak
Management;Led community outreach programs for social empowerment.;Project Manager;tidak
Management;Skilled in martial arts and self-defense instruction.;Diversity & Inclusion Coordinator;tidak
Management;Advocated for accessibility improvements in workplace policies and facilities.;Diversity & Inclusion Coordinator;ya
Management;Created dashboards to visualize team performance trends for executives.;Performance Management Specialist;ya
Management;Designed D&I scorecards for executive reporting. Proficient in ESG metrics.;Diversity & Inclusion Coordinator;ya
Management;Skilled in voice acting and audiobook narration.;Change Management Specialist;tidak
Management;Certified in green building standards like LEED.;Human Resources Generalist;tidak
Management;Led eco-tourism programs for sustainable travel.;Diversity & Inclusion Coordinator;tidak
Management;Volunteered in library management and literacy programs.;Diversity & Inclusion Coordinator;tidak
Management;Led school workshops on creative writing and literature.;Project Manager;tidak
Management;Integrated gamification into e-learning modules, increasing engagement by 40%.;Training & Development Manager;ya
